# Directed graph: data/preprocessed_01/82.txt 
# Preprocessed on 2016-04-07T14:55:02.478160
# Nodes: 3533 Edges: 23200
# FromNodeId	ToNodeId
174	4134
174	4323
174	4355
174	4436
174	4513
174	4565
174	4589
174	4637
174	4648
174	4670
174	4716
174	4725
174	4755
174	4766
174	4780
174	4788
174	4837
174	5089
174	5388
174	5390
174	5400
174	5413
174	5427
174	5462
174	5466
174	5503
174	5511
174	5583
174	5587
174	5588
174	5602
174	5650
174	5661
174	5669
174	5690
174	5738
174	5760
174	5764
174	5784
174	6059
174	6079
174	6128
174	6140
174	6280
174	6300
174	6320
174	6349
174	6366
174	6389
174	6395
174	6407
174	6408
174	6428
174	6453
174	6539
174	6582
174	6620
174	6656
174	6666
174	6667
174	6730
174	6735
174	6739
174	6762
174	6774
174	6805
174	6830
174	6848
174	6853
174	6939
174	6954
174	6981
174	6983
174	7018
174	7078
174	7132
174	7148
174	7228
174	7271
174	7303
174	7341
174	7473
174	7610
174	7784
174	7796
174	7908
174	7992
174	8001
174	8010
174	8011
174	8068
174	8167
174	8196
174	8220
174	8271
174	8339
174	8426
174	8434
174	8447
174	8468
174	8469
174	8514
174	8546
174	8560
174	8608
174	8638
174	8657
174	8685
174	8708
174	8737
174	8881
174	8897
174	8912
174	8928
174	8966
174	8975
174	9066
174	9121
174	9132
174	9143
174	9165
174	9191
174	9211
174	9264
174	9299
174	9416
174	9505
174	9680
174	10026
174	10282
174	10439
174	10466
174	10607
174	10823
174	10886
174	10970
174	10996
174	11342
174	11457
174	11496
174	11504
174	11524
174	11570
174	11608
174	11624
174	11647
174	11686
174	11696
174	11814
174	11837
174	11888
174	11951
174	11981
174	12021
174	12044
174	12188
174	12222
174	12238
174	12322
174	12337
174	12338
174	12359
174	12390
174	12392
174	12394
174	12479
174	12493
174	12552
174	12611
174	12620
174	12634
174	12670
174	12713
174	12715
174	12721
174	12731
174	12793
174	12807
174	12844
174	12874
174	12876
174	12956
174	12989
174	13005
174	13030
174	13101
174	13127
174	13193
174	13237
174	13276
174	13285
174	13333
174	13389
174	13407
174	13489
174	13490
174	13582
174	13591
174	13646
174	13649
174	13749
174	13768
174	13802
174	13857
174	13873
174	14116
174	14205
174	14453
174	14456
174	14492
174	14585
174	14717
174	14751
174	14755
174	14788
174	14909
174	15083
174	15087
174	15138
174	15149
174	15169
174	15206
174	15216
174	15266
174	15270
174	15290
174	15412
174	15426
174	15435
174	15436
174	15444
174	15463
174	15535
174	15557
174	15589
174	15598
174	15600
174	15702
174	15743
174	15830
174	16086
174	16097
174	16150
174	16229
174	16334
174	16338
174	16399
174	16469
174	16557
174	16559
174	16713
174	16795
174	16810
174	16815
174	16830
174	16941
174	16949
174	17060
174	17184
174	17356
174	17361
174	18530
174	18687
174	18712
174	18847
174	19029
174	19151
174	19159
174	19262
174	19355
174	19406
174	19457
174	19548
174	19635
174	19742
174	19786
174	19797
174	19817
174	19852
174	19853
174	19864
174	20080
174	20275
174	20428
174	20485
174	20640
174	20676
174	20766
174	20804
174	20838
174	20940
174	21385
174	21502
174	21505
174	21548
174	21570
174	21677
174	21687
174	21892
174	21994
174	22041
174	22064
174	22090
174	22091
174	22107
174	22158
174	22275
174	22298
174	22364
174	22436
174	22476
174	22484
174	22624
174	22633
174	22654
174	22666
174	22674
174	22710
174	22773
174	22775
174	22808
174	22820
174	22829
174	22892
174	22925
174	22938
174	23004
174	23008
174	23028
174	23043
174	23070
174	23111
174	23148
174	23172
174	23249
174	23326
174	23421
174	23498
174	24587
174	24637
174	24711
174	24730
174	24867
174	24961
174	25074
174	25180
174	25232
174	25462
174	25525
174	25560
174	25643
174	25700
174	25752
174	25767
174	25808
174	25871
174	25952
174	25953
174	25973
174	25994
174	26071
174	26098
174	26228
174	26230
174	26235
174	26288
174	26292
174	26308
174	26447
174	26542
174	26554
174	26579
174	26694
174	26696
174	26718
174	26750
174	26788
174	26790
174	26799
174	26819
174	26864
174	26877
174	26878
174	26910
174	26943
174	26991
174	26998
174	27214
174	27245
174	27335
174	27361
174	27399
174	27498
174	27536
174	27552
174	27586
174	27630
174	27645
174	28716
174	28842
174	28971
174	29204
174	29739
174	29798
174	29802
174	29874
174	29909
174	29944
174	29945
174	29970
174	30062
174	30183
174	30185
174	30208
174	30209
174	30271
174	30279
174	30370
174	30380
174	30447
174	30481
174	30489
174	30493
174	30495
174	30538
16559	174
16559	2516
16559	3356
16559	3491
16559	6539
16559	6939
16559	8001
16559	13237
16559	19151
16559	25462
16567	701
16567	3356
16572	3356
16572	7132
16572	20057
24765	6320
24765	8897
24765	13285
16577	7018
24772	702
16582	3356
206	701
206	3356
206	3549
206	7018
24783	8342
24783	20485
8400	701
8400	702
8400	1239
8400	1299
8400	3356
8400	3549
8400	5400
8400	6700
8400	6821
8400	8866
209	64
209	71
209	81
209	174
209	237
209	286
209	293
209	577
209	600
209	701
209	721
209	852
209	1239
209	1299
209	1668
209	1742
209	2140
209	2381
209	2386
209	2497
209	2516
209	2687
209	2754
209	2828
209	2914
209	3064
209	3257
209	3300
209	3303
209	3320
209	3356
209	3549
209	3557
209	3561
209	3663
209	3728
209	3776
209	3786
209	3900
209	3912
209	4134
209	4511
209	4581
209	4628
209	4637
209	4657
209	4716
209	4725
209	5009
209	5033
209	5056
209	5400
209	5511
209	5760
209	6109
209	6130
209	6197
209	6250
209	6325
209	6352
209	6395
209	6453
209	6461
209	6508
209	6594
209	6621
209	6922
209	7018
209	7046
209	7062
209	7106
209	7132
209	7296
209	7393
209	7459
209	7473
209	7753
209	8025
209	10242
209	10532
209	10563
209	10650
209	10781
209	10843
209	10886
209	10978
209	11066
209	11100
209	11134
209	11317
209	11333
209	11381
209	11430
209	11456
209	11492
209	11588
209	11598
209	11600
209	11643
209	11676
209	11711
209	11712
209	11842
209	11867
209	11891
209	11904
209	11944
209	11979
209	11986
209	11990
209	12005
209	12044
209	12138
209	12169
209	12176
209	12221
209	12222
209	12251
209	12281
209	12956
209	13333
209	13341
209	13389
209	13433
209	13439
209	13490
209	13536
209	13539
209	13581
209	13593
209	13638
209	13693
209	13736
209	13756
209	13775
209	13781
209	13819
209	13866
209	13880
209	13893
209	13904
209	13941
209	14113
209	14188
209	14299
209	14317
209	14330
209	14342
209	14343
209	14369
209	14372
209	14434
209	14492
209	14544
209	14589
209	14640
209	14654
209	14717
209	14727
209	14751
209	14793
209	14796
209	14814
209	14818
209	14829
209	14932
209	14935
209	14937
209	14965
209	14990
209	14992
209	15009
209	15090
209	15097
209	15169
209	15233
209	15238
209	15342
209	15412
209	16428
209	16477
209	16482
209	16546
209	16549
209	16617
209	16672
209	16674
209	16687
209	16787
209	16838
209	16871
209	16892
209	16900
209	16901
209	16931
209	16935
209	16976
209	17018
209	17144
209	17150
209	17157
209	17269
209	17293
209	17314
209	17341
209	17362
209	17396
209	17819
209	18484
209	18485
209	18486
209	18487
209	18488
209	18489
209	18490
209	18491
209	18560
209	18582
209	18618
209	18641
209	18721
209	18745
209	18806
209	18821
209	18831
209	18842
209	18859
209	18885
209	18924
209	18976
209	18980
209	19014
209	19031
209	19048
209	19057
209	19067
209	19079
209	19087
209	19115
209	19130
209	19139
209	19159
209	19181
209	19201
209	19262
209	19271
209	19272
209	19325
209	19343
209	19347
209	19366
209	19390
209	19444
209	19579
209	19581
209	19627
209	19628
209	19643
209	19647
209	19653
209	19717
209	19743
209	19771
209	19803
209	19804
209	19807
209	19808
209	19809
209	19936
209	19957
209	20016
209	20115
209	20120
209	20124
209	20136
209	20144
209	20188
209	20211
209	20288
209	20352
209	20355
209	20389
209	20444
209	20478
209	20940
209	21510
209	21531
209	21552
209	21572
209	21594
209	21615
209	21646
209	21827
209	21839
209	21882
209	21922
209	21935
209	21944
209	21985
209	22017
209	22040
209	22091
209	22107
209	22171
209	22206
209	22291
209	22294
209	22360
209	22375
209	22376
209	22489
209	22527
209	22569
209	22587
209	22692
209	22695
209	22717
209	22742
209	22753
209	22772
209	22820
209	22823
209	22836
209	22899
209	22992
209	23003
209	23004
209	23021
209	23025
209	23032
209	23108
209	23183
209	23185
209	23212
209	23228
209	23230
209	23287
209	23314
209	23355
209	23432
209	23442
209	23450
209	23504
209	23529
209	23530
209	25603
209	25606
209	25625
209	25655
209	25690
209	25715
209	25729
209	25740
209	25743
209	25786
209	25817
209	25823
209	25838
209	25848
209	25898
209	25913
209	25919
209	25921
209	25934
209	25963
209	25994
209	26019
209	26098
209	26133
209	26144
209	26235
209	26308
209	26318
209	26326
209	26365
209	26400
209	26417
209	26496
209	26573
209	26631
209	26802
209	26811
209	26822
209	26887
209	26914
209	26959
209	26970
209	26978
209	27007
209	27013
209	27217
209	27277
209	27306
209	27357
209	27362
209	27364
209	27377
209	27426
209	27435
209	27451
209	27516
209	27553
209	27565
209	27641
209	29716
209	29748
209	29799
209	29800
209	29828
209	29837
209	29843
209	29874
209	29919
209	29921
209	29968
209	29978
209	30064
209	30082
209	30120
209	30160
209	30201
209	30264
209	30272
209	30293
209	30312
209	30379
209	30380
209	30387
209	30397
209	30433
209	30667
8402	1299
8402	3216
8402	3327
8402	11414
8404	6830
8404	13237
16599	701
16599	6395
16420	3549
16420	7018
16604	1239
16605	7911
226	47
226	293
226	567
226	2497
226	2914
226	3356
226	6939
226	7397
17787	15412
17787	17557
16422	701
16422	6395
16422	6461
16422	16284
8422	1299
8422	2497
8422	2516
8422	3303
8422	3356
8422	3491
8422	3549
8422	6539
8422	6939
8422	8001
8422	13237
8422	16150
8422	19151
8422	25462
8425	3340
8425	5483
8425	15566
8426	174
8426	1299
8426	3303
8426	4637
8426	5413
8426	6461
8426	6939
8426	8001
8426	8196
8426	8975
8426	13237
8426	19151
8426	25462
237	174
237	209
237	2914
237	3303
237	6453
237	6539
237	6939
237	7911
237	11537
237	11686
237	12956
237	22335
237	30154
30077	1239
30077	7132
8434	174
8434	2119
8434	2603
8434	3303
8434	3356
8434	13189
8434	13237
8434	16150
8434	25387
8434	29422
8434	30798
8437	1257
21887	7018
21887	7132
16637	1239
16637	2905
16637	3356
16637	3741
16637	5713
16637	6461
16637	6539
16637	6939
16637	16150
16637	19151
16637	25462
8447	174
8447	286
8447	1239
8447	1299
8447	3320
8447	3356
8447	3491
8447	6461
8447	6762
8447	8513
8447	13237
8447	16150
8447	19151
16640	3561
16640	7018
16642	702
16642	1239
16642	6461
16642	7018
24835	5536
24835	15412
24835	15475
8452	701
8452	5536
8452	6762
8452	15412
8452	15475
30082	209
30082	701
30082	7018
271	6327
271	6509
271	6539
271	13768
16659	701
16659	3549
8468	174
8468	2856
8468	3303
8468	3491
8468	6453
8468	6461
8468	6939
8468	8001
8468	12885
8468	13237
8468	16150
8468	19151
8468	24785
8468	25462
8468	28986
8469	174
8469	286
8469	13237
8470	701
8470	702
8470	1299
8470	3267
8470	16173
16664	1239
16664	7018
30084	4565
30084	16467
16667	5650
16667	11398
16669	7018
286	174
286	209
286	513
286	559
286	680
286	702
286	1103
286	1239
286	1257
286	1267
286	1273
286	1299
286	1668
286	1853
286	1901
286	2686
286	2856
286	2914
286	3209
286	3246
286	3257
286	3265
286	3292
286	3300
286	3303
286	3304
286	3320
286	3491
286	3549
286	3561
286	3741
286	4004
286	4355
286	4589
286	4637
286	4766
286	4788
286	5089
286	5388
286	5390
286	5400
286	5410
286	5413
286	5427
286	5430
286	5462
286	5466
286	5583
286	5588
286	5602
286	5669
286	6320
286	6327
286	6453
286	6461
286	6667
286	6730
286	6735
286	6762
286	6774
286	6805
286	6830
286	6848
286	6853
286	6939
286	7132
286	7473
286	8001
286	8068
286	8075
286	8190
286	8196
286	8220
286	8237
286	8359
286	8447
286	8469
286	8560
286	8586
286	8657
286	8708
286	8737
286	8881
286	8928
286	9132
286	9191
286	9264
286	9318
286	10282
286	10310
286	12322
286	12337
286	12392
286	12394
286	12634
286	12713
286	12731
286	12956
286	12989
286	13005
286	13184
286	13237
286	13768
286	15169
286	15290
286	15412
286	15435
286	15598
286	15743
286	16034
286	16150
286	16265
286	16334
286	19151
286	20686
286	20847
286	20940
286	21155
286	22773
286	22822
286	23148
286	23352
286	24637
286	24730
286	24785
286	24974
286	25038
286	25232
286	25462
286	25973
24863	701
24863	15412
16672	209
16672	701
16672	4323
16673	701
16673	7018
8482	3267
8482	13062
24867	174
24867	3356
293	38
293	42
293	101
293	174
293	209
293	226
293	513
293	668
293	701
293	1239
293	1273
293	1299
293	1668
293	2153
293	2381
293	2497
293	2516
293	2828
293	2907
293	2914
293	3257
293	3300
293	3320
293	3356
293	3491
293	3549
293	3561
293	3754
293	3786
293	3912
293	4181
293	4323
293	4436
293	4513
293	4565
293	4716
293	4725
293	4739
293	4788
293	5400
293	5511
293	5650
293	6079
293	6128
293	6315
293	6395
293	6453
293	6461
293	6509
293	6596
293	6939
293	7018
293	7065
293	7091
293	7132
293	7228
293	7473
293	7539
293	7610
293	8001
293	8075
293	8121
293	8657
293	9264
293	10310
293	10764
293	10886
293	11537
293	11686
293	11867
293	12222
293	13237
293	13645
293	13768
293	14361
293	14589
293	15169
293	15290
293	19151
293	19817
293	20965
293	22335
293	23352
293	25973
25991	701
25991	7018
16687	209
8501	1299
8501	1853
8501	20965
8501	25468
9609	2516
30090	701
30090	7132
8513	2914
8513	8447
8513	16130
8513	25228
8514	174
8514	3549
8514	6830
8514	13237
16711	701
16711	7018
16713	174
16713	3130
16713	3491
16713	3549
16713	4355
16713	6461
16713	7018
16713	10609
16713	11837
16713	19151
16713	19800
16713	27373
16713	29774
10978	209
30017	701
30017	3356
30017	7018
16719	3561
16719	14745
8529	3491
8529	6762
8529	28885
16441	3356
16441	10326
22925	174
22925	3561
22925	23300
8546	174
8546	3257
8546	3356
8546	3491
8546	5413
8546	6939
8546	8001
8546	13237
8546	16150
8546	19151
8546	25462
16740	12181
16740	22773
8551	3257
8551	3300
8551	3491
8551	5486
8551	6762
8551	7018
8551	9116
8551	12989
8551	16158
8551	16229
16747	701
16747	1239
16747	4323
16750	4323
16750	6395
24637	174
24637	286
24637	3320
24637	3356
24637	3549
24637	5713
24637	6453
24637	6461
24637	8638
24637	19151
24637	25394
8560	174
8560	286
8560	1239
8560	1299
8560	3257
8560	3303
8560	3320
8560	3356
8560	3491
8560	3549
8560	5413
8560	6939
8560	8001
8560	13237
8560	15456
8560	19151
19176	701
8563	2914
8563	4323
8563	21414
8565	3303
8565	6461
16759	7018
16759	12179
24954	702
24954	3215
16763	701
16763	7018
16763	17226
24961	174
24961	3209
24961	3303
24961	3491
24961	13237
23275	701
23275	7018
8584	13264
8584	16158
8586	286
8586	1299
8586	3356
8586	3491
8586	4637
8586	5713
8586	6461
8586	6939
8586	8001
8586	12708
8586	13237
8586	13285
8586	16150
8586	19151
8586	25462
24974	286
24974	3356
24974	6939
24974	19151
24974	25462
27373	16713
16787	209
16787	701
16787	7018
16795	174
16795	14390
16795	17054
16795	19151
16799	1239
16799	7132
8608	174
8608	2914
8608	6461
8608	6939
16801	701
16801	6461
16803	3356
16803	7018
16809	3549
16809	3561
16810	174
16810	701
16810	1239
16810	7911
16810	11100
16810	19578
16810	27212
16810	29914
8263	8342
8263	21414
16815	174
16815	2516
16815	3320
16815	4323
16815	5511
16815	6453
16815	6539
16815	6939
16815	10910
16815	10912
16815	12182
16815	17819
16815	19029
16815	19151
19187	1239
19187	19262
28745	20485
28745	29648
8638	174
8638	3303
8638	8881
8638	24637
16833	701
16833	10910
16834	701
16834	7132
16835	7776
16836	7132
27382	701
27382	7018
27382	11524
27382	14742
27382	17054
16838	209
16838	701
16838	1239
16838	2687
16838	3549
16838	4862
16838	7018
16838	7911
16838	9498
16838	10912
16838	26134
23287	209
30114	2914
25038	286
25038	3320
8657	174
8657	286
8657	293
8657	701
8657	1273
8657	3257
8657	3303
8657	3356
8657	3491
8657	4637
8657	5413
8657	5511
8657	6453
8657	6461
8657	6539
8657	6762
8657	6939
8657	8001
8657	12956
8657	13237
8657	15525
8657	16150
8657	19029
8657	19151
8657	25462
16851	6517
16851	14751
16852	6395
16852	11061
16852	11069
16852	14803
16852	15297
16852	16549
16852	17189
16852	20127
16852	21615
16852	21734
16852	21749
16852	26895
16852	30493
16857	18618
21925	701
21925	26204
8672	5483
8672	5511
8672	12713
23291	701
23291	7018
16869	701
16869	2828
8679	16160
8685	174
8685	9121
27389	701
27389	3561
21928	3356
21928	3549
21928	7018
25074	174
25074	3303
25074	3356
25074	3491
25074	5413
25074	6939
25074	9066
25074	13237
25074	19151
25074	25462
25074	29014
16892	209
16892	701
25086	2854
25086	8342
16896	1239
16896	4323
513	286
513	293
513	559
513	3303
513	3356
513	3549
513	8220
513	10764
513	11537
16898	701
16898	1239
8708	174
8708	286
8708	702
8708	1239
8708	3257
8708	3303
8708	3356
8708	3491
8708	3549
8708	5413
8708	6762
8708	6774
8708	6939
8708	13237
8708	16150
8708	19151
8708	25462
8708	28763
16901	209
16904	5006
16904	7018
17836	9318
16912	701
16912	3549
16919	1668
16919	10913
16919	14361
8732	3216
8732	3267
8732	3549
16926	701
16927	701
16927	7018
8737	174
8737	286
8737	3303
8737	3549
8737	5413
8737	6939
8737	13237
8737	16150
8737	23352
8737	25462
16931	209
16931	701
16931	6197
549	174
549	26677
16935	209
16940	4323
16940	19962
557	174
16942	5778
559	174
559	286
559	513
559	1299
559	3303
559	3320
559	3356
559	3549
559	13237
559	20965
16945	2914
16948	3549
16948	7018
16949	174
16949	701
16949	3602
567	47
567	226
567	2152
567	2153
16952	6197
8764	1299
8764	3356
8764	5522
8764	12989
8764	25462
8767	1273
8767	1299
8767	3356
8767	3549
8767	13237
8767	25462
577	174
577	209
577	803
577	855
577	1239
577	1299
577	1668
577	2497
577	2516
577	2828
577	2914
577	3303
577	3491
577	3549
577	3561
577	3602
577	3848
577	4323
577	5690
577	6389
577	6453
577	6539
577	6762
577	7788
577	11342
577	12188
577	12956
577	13778
577	15031
577	16941
577	19515
577	19752
577	19835
577	19842
577	20161
577	21724
577	23252
577	26499
577	29959
16966	7018
16966	7132
16967	7018
16967	7132
16967	19581
16967	20188
16967	22807
16967	26175
16974	3356
16974	14743
16976	209
16976	3561
30136	701
594	3356
594	13591
594	18734
16980	4323
16980	7018
11022	7911
16983	701
16983	7018
600	209
600	3112
600	4323
600	17135
600	19151
600	22243
16484	10913
8795	8866
25180	174
25180	1299
25180	3320
25180	3356
25180	3491
25180	6461
25180	6939
25180	8001
25180	16150
25180	19151
25180	21371
25180	25462
16992	6517
16992	13790
25186	3215
16998	1239
16998	7132
16998	22560
8807	1257
25193	702
17010	701
17011	701
17011	3549
17011	7018
17012	1239
17012	2828
17012	3561
17012	12182
21950	1239
21950	11456
17018	209
17018	701
17020	701
17020	3561
8831	9121
15297	701
15297	11486
15297	16852
17030	6197
17030	7018
17033	1239
17033	7018
25228	3356
25228	3491
25228	8513
16493	701
16493	1239
16493	2828
25232	174
25232	286
25232	3320
25232	3491
25232	6453
25232	6461
25232	6939
25232	8928
25232	12654
25232	13237
25232	19151
25232	25462
25232	25525
17043	1239
17043	6461
17043	7132
17047	1239
17047	5668
17049	1239
17049	7911
17051	701
17051	6128
668	293
668	701
668	10764
668	11537
668	22335
17054	701
17054	1239
17054	2631
17054	3356
17054	3549
17054	3561
17054	11100
17054	12097
17054	13333
17054	13488
17054	16795
17054	17192
17054	19261
17054	23111
17054	26292
17054	27382
21572	209
21572	701
21572	3356
8866	1273
8866	3549
8866	8400
8866	8795
8866	9070
8866	21415
17060	174
17060	4323
17060	6461
17060	17231
680	174
680	286
680	1273
680	1299
680	3257
680	3303
680	3320
680	3491
680	3549
680	13237
680	20965
17065	1239
17065	4323
17065	7018
684	15290
19229	1239
19229	3356
19229	6298
19229	14710
8881	174
8881	286
8881	1239
8881	1299
8881	2516
8881	2914
8881	3257
8881	3303
8881	3356
8881	3491
8881	3549
8881	4323
8881	5413
8881	6461
8881	6539
8881	8001
8881	8638
8881	12680
8881	12956
8881	13237
8881	15446
8881	29252
693	6517
693	22335
698	38
701	109
701	174
701	206
701	209
701	293
701	668
701	702
701	703
701	705
701	803
701	855
701	1239
701	1294
701	1299
701	1659
701	1660
701	1663
701	1668
701	1680
701	1692
701	1757
701	1784
701	1785
701	2044
701	2140
701	2165
701	2386
701	2497
701	2631
701	2752
701	2828
701	2905
701	2914
701	3209
701	3303
701	3356
701	3491
701	3495
701	3549
701	3561
701	3573
701	3585
701	3614
701	3705
701	3707
701	3737
701	3738
701	3741
701	3742
701	3801
701	4134
701	4208
701	4230
701	4249
701	4314
701	4358
701	4364
701	4513
701	4657
701	4725
701	4739
701	4761
701	4766
701	4775
701	4788
701	4837
701	4927
701	5006
701	5048
701	5055
701	5056
701	5112
701	5413
701	5466
701	5486
701	5639
701	5641
701	5650
701	5742
701	5744
701	5774
701	6102
701	6109
701	6118
701	6126
701	6130
701	6163
701	6167
701	6195
701	6250
701	6261
701	6295
701	6307
701	6309
701	6318
701	6319
701	6327
701	6337
701	6352
701	6371
701	6389
701	6395
701	6402
701	6407
701	6423
701	6432
701	6435
701	6453
701	6461
701	6503
701	6550
701	6596
701	6619
701	6620
701	6762
701	6946
701	6947
701	6981
701	6983
701	6993
701	7018
701	7045
701	7046
701	7065
701	7091
701	7116
701	7124
701	7260
701	7270
701	7310
701	7332
701	7337
701	7342
701	7381
701	7384
701	7393
701	7395
701	7407
701	7453
701	7459
701	7643
701	7723
701	7743
701	7753
701	7764
701	7784
701	7788
701	7795
701	7845
701	7933
701	7996
701	8002
701	8012
701	8015
701	8047
701	8048
701	8075
701	8090
701	8151
701	8167
701	8182
701	8188
701	8342
701	8400
701	8452
701	8470
701	8657
701	9269
701	9299
701	9416
701	9497
701	9498
701	9505
701	9583
701	9595
701	9680
701	9751
701	9800
701	9808
701	9848
701	9930
701	10242
701	10333
701	10367
701	10444
701	10453
701	10457
701	10461
701	10484
701	10487
701	10552
701	10553
701	10571
701	10584
701	10592
701	10694
701	10794
701	10851
701	10864
701	10910
701	10911
701	10912
701	10913
701	10915
701	10962
701	10970
701	10995
701	10998
701	11030
701	11045
701	11057
701	11067
701	11081
701	11100
701	11115
701	11123
701	11196
701	11215
701	11232
701	11247
701	11248
701	11260
701	11320
701	11336
701	11339
701	11342
701	11429
701	11462
701	11473
701	11486
701	11524
701	11527
701	11556
701	11563
701	11598
701	11622
701	11624
701	11643
701	11650
701	11656
701	11675
701	11676
701	11704
701	11716
701	11722
701	11732
701	11734
701	11740
701	11743
701	11774
701	11795
701	11841
701	11847
701	11853
701	11867
701	11891
701	11914
701	11927
701	11944
701	11951
701	11976
701	11992
701	12006
701	12015
701	12026
701	12056
701	12058
701	12061
701	12067
701	12083
701	12085
701	12087
701	12098
701	12103
701	12110
701	12115
701	12153
701	12163
701	12167
701	12168
701	12169
701	12178
701	12179
701	12180
701	12181
701	12182
701	12184
701	12188
701	12199
701	12221
701	12222
701	12234
701	12238
701	12251
701	12281
701	12491
701	12611
701	13030
701	13368
701	13380
701	13387
701	13388
701	13409
701	13415
701	13434
701	13445
701	13461
